OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,ROLE,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
mysql,oracle,easier,oracle,GOOD,PREDICATE-FULL,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",i've found that going from oracle to postgresql is much easier than going from oracle to mysql.,"oracle rac is very scalable, arguably easier to do at massive scale than mysql - but you have to pay oracle money.","curiously, moving from sqlite to postgresql or oracle is easier than moving from mysql to either one.",also to connect to mysql is much easier than oracle.
mysql,oracle,smarter,oracle,GOOD,PREDICATE-FULL,1.0,1,0,and i really don't think that oracle is that much smarter than mysql.,,,,
mysql,oracle,easier to run with mysql if for no other reason,oracle,BAD,,1.0,0,1,,,,,
mysql,oracle,easier to do at massive scale,oracle,GOOD,PREDICATE-FULL,1.0,1,0,"oracle rac is very scalable, arguably easier to do at massive scale than mysql - but you have to pay oracle money.",,,,
mysql,oracle,longer to generate a plan is the oracle plan is generally superior to the mysql plan,oracle,BAD,,1.0,0,1,"one reasons it takes oracle longer to generate a plan is the oracle plan is generally superior to the mysql plan, which results in less of a need for hints.",,,,
cadillac,lexus,greater,cadillac,BAD,,1.0,0,1,"according to cadillac, the escalade records about 13-per-cent better highway fuel consumption than the mercedes-benz gl550 and almost 17-per-cent greater than the lexus lx 570 and land rover range rover.","utility the cadillac escalade offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","utility the cadillac escalade esv offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","finally, one thing not mentioned in the review that i saw in person was the incredible 2nd row leg room...better than the cadillac and considerably greater than the lexus....which sacrificed 2nd row legroom for the 3rd row.",the cadillac cts will be a favorite with taller drivers due to its greater front head- and legroom than the lexus es 350.
cadillac,lexus,higher,cadillac,BAD,,1.0,0,1,"drivetrain due to its much higher torque, the cadillac escalade does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.","drivetrain due to its much higher torque, the cadillac escalade esv does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.","cadillac says that the escalade's epa highway rating of 21 mpg is 17 percent higher than that of the previous model, and significantly better than that of either the mercedes-benz gl550 or lexus lx 570.",i don't really think lexus is looked at as higher class than cadillac.,"cadillac, lincoln and jaguar all score higher than mb, along with the usual suspects, lexus, infiniti, toyota, honda, etc.: ."
cadillac,lexus,horsepower to its wheels,cadillac,BAD,,1.0,1,0,"drivetrain due to its much higher torque, the cadillac escalade does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.","drivetrain due to its much higher torque, the cadillac escalade esv does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.",,,
cadillac,lexus,horsepower,cadillac,GOOD,ASPECT,1.0,0,1,"drivetrain due to its much higher torque, the cadillac escalade does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.","drivetrain due to its much higher torque, the cadillac escalade esv does a much better job of transmitting its engine's horsepower to its wheels than the lexus gx 460.","those numbers, cadillac points out, are better than the horsepower and torque numbers for comparable v6 engines driving such competitive vehicles as the mercedes-benz e-class and the lexus es 350.",the cadillac srx has a little more horsepower than the lexus rx 350.,performance the cadillac srx has a little more horsepower than the lexus rx 450h.
cadillac,lexus,vehicles,cadillac,BAD,,1.0,0,1,"in contrast, cadillac doesn't need cost savings, it need vehicles that are significantly better than those made by lexus, audi, bmw and mercedes.","those numbers, cadillac points out, are better than the horsepower and torque numbers for comparable v6 engines driving such competitive vehicles as the mercedes-benz e-class and the lexus es 350.","my best analogy to the article is:  cadillac is better than lexus because they sold more vehicles in the us  we all know that the conclusion doesn't fit the statement because of several factors (cost, availability, etc).",the brand new cadillac srx is designed to compete against import vehicles like the lexus rx.,
cadillac,lexus,quieter,cadillac,GOOD,PREDICATE-FULL,1.0,1,0,my dad bought a cadillac suv which he now said sucks compared to the comparable priced audi suv and nothing rides smoother and quieter than a full size lexus.,,,,
cadillac,lexus,us,cadillac,BAD,,1.0,0,1,"according to cadillac, the escalade records about 13-per-cent better highway fuel consumption than the mercedes-benz gl550 and almost 17-per-cent greater than the lexus lx 570 and land rover range rover.","utility the cadillac escalade offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","utility the cadillac escalade esv offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","and cadillac currently has the momentum to be better than bmw, let alone lexus.","hands down, the cadillac dts offers better fuel economy and price than a lexus 430."
cadillac,lexus,conclusion,cadillac,BAD,,1.0,0,1,"my best analogy to the article is:  cadillac is better than lexus because they sold more vehicles in the us  we all know that the conclusion doesn't fit the statement because of several factors (cost, availability, etc).",so how you came to the conclusion that the equus isn't as refined as a cadillac but would be as refined as a lexus is beyond comprehension.,"my best analogy to the article is: ""cadillac is better than lexus because they sold more vehicles in the us"" we all know that the conclusion doesn't fit the statement because of several factors (cost, availability, etc).",,
